time,open,high,low,close,tick_volume,spread,real_volume
2026-01-15 16:00:00,1.16015,1.1610800000000001,1.15932,1.16011,5008,0,0
2026-01-15 17:00:00,1.16011,1.16095,1.15973,1.16024,4234,0,0
2026-01-15 18:00:00,1.16024,1.1611,1.15985,1.16046,3722,0,0
2026-01-15 19:00:00,1.16046,1.16138,1.16037,1.1609099999999999,2586,0,0
2026-01-15 20:00:00,1.1609099999999999,1.16153,1.1609099999999999,1.16148,2146,0,0
2026-01-15 21:00:00,1.16148,1.16174,1.16114,1.16137,2321,0,0
2026-01-15 22:00:00,1.16138,1.16155,1.16028,1.16042,1724,1,0
2026-01-15 23:00:00,1.16042,1.1610800000000001,1.16033,1.16089,1078,1,0
2026-01-16 00:00:00,1.16023,1.1608,1.16023,1.1607,202,15,0
2026-01-16 01:00:00,1.1607,1.16103,1.1607,1.16092,695,0,0
2026-01-16 02:00:00,1.16092,1.16097,1.16026,1.16037,1920,0,0
2026-01-16 03:00:00,1.16037,1.16087,1.16024,1.16069,1876,0,0
2026-01-16 04:00:00,1.16069,1.1614200000000001,1.16062,1.16097,2218,0,0
2026-01-16 05:00:00,1.16097,1.16126,1.1607,1.16121,1538,0,0
2026-01-16 06:00:00,1.16121,1.16137,1.16103,1.16109,1117,0,0
2026-01-16 07:00:00,1.16109,1.16113,1.1606,1.16069,1631,0,0
2026-01-16 08:00:00,1.16069,1.16099,1.16044,1.16095,1729,0,0
2026-01-16 09:00:00,1.16095,1.16146,1.1608100000000001,1.16123,2927,0,0
2026-01-16 10:00:00,1.16123,1.16146,1.16086,1.16093,3071,0,0
2026-01-16 11:00:00,1.16093,1.16153,1.1608100000000001,1.16083,2349,0,0
2026-01-16 12:00:00,1.16083,1.16176,1.1608100000000001,1.1613,2319,0,0
2026-01-16 13:00:00,1.1613,1.16234,1.16127,1.16192,2506,0,0
2026-01-16 14:00:00,1.16192,1.16222,1.16137,1.16191,2998,0,0
2026-01-16 15:00:00,1.16191,1.1621299999999999,1.1611799999999999,1.16185,3388,0,0
2026-01-16 16:00:00,1.16185,1.16208,1.16127,1.16185,3833,0,0
2026-01-16 17:00:00,1.16185,1.1627399999999999,1.15846,1.15937,7949,0,0
2026-01-16 18:00:00,1.15937,1.16059,1.15937,1.15985,5110,0,0
2026-01-16 19:00:00,1.15985,1.1602999999999999,1.1595,1.15958,3574,0,0
2026-01-16 20:00:00,1.15958,1.15994,1.15893,1.15955,2647,0,0
2026-01-16 21:00:00,1.15955,1.15973,1.15915,1.15963,2551,0,0
2026-01-16 22:00:00,1.15963,1.16022,1.15954,1.15995,1615,1,0
2026-01-16 23:00:00,1.15995,1.16023,1.15972,1.15985,1024,1,0
2026-01-19 00:00:00,1.15784,1.15865,1.15751,1.1583700000000001,639,4,0
2026-01-19 01:00:00,1.1583700000000001,1.16271,1.15793,1.16245,4238,0,0
2026-01-19 02:00:00,1.16245,1.16378,1.16048,1.1632,5516,0,0
2026-01-19 03:00:00,1.1632,1.16344,1.1622,1.16226,4032,0,0
2026-01-19 04:00:00,1.16226,1.1623999999999999,1.16159,1.16177,2909,0,0
2026-01-19 05:00:00,1.16177,1.16263,1.16162,1.16248,2516,0,0
2026-01-19 06:00:00,1.16248,1.16336,1.16246,1.16329,1855,0,0
2026-01-19 07:00:00,1.16329,1.16375,1.16269,1.16276,2148,0,0
2026-01-19 08:00:00,1.16276,1.1632500000000001,1.16251,1.16278,2225,0,0
2026-01-19 09:00:00,1.16278,1.16414,1.1623,1.16262,3887,0,0
2026-01-19 10:00:00,1.16262,1.16281,1.16186,1.16252,3801,0,0
2026-01-19 11:00:00,1.16252,1.1629800000000001,1.16112,1.16245,3711,0,0
2026-01-19 12:00:00,1.16245,1.16286,1.16221,1.16239,2949,0,0
2026-01-19 13:00:00,1.16239,1.16291,1.1620300000000001,1.16278,2389,0,0
2026-01-19 14:00:00,1.16278,1.16333,1.16251,1.16258,2808,0,0
2026-01-19 15:00:00,1.16258,1.16357,1.16258,1.1632,3073,0,0
2026-01-19 16:00:00,1.1632,1.16426,1.16302,1.16398,3246,0,0
2026-01-19 17:00:00,1.16398,1.16436,1.1632,1.16399,3812,0,0
2026-01-19 18:00:00,1.16399,1.16473,1.16378,1.16421,2479,0,0
